	PeakID (cmd=annotatePeaks.pl data/GSM816655_hg19_wgEncodeOpenChromDnaseK562PkV2.narrowPeak hg19 -gtf ref_files/gencode.v41.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
638	chr6.1034	chr6	24666592	24667583	+	1000		promoter-TSS (ENST00000230048.5)	protein_coding-promoter-TSS (ENST00000230048.5)	10	ENST00000230048.5	ENSG00000112304	ENST00000537591			ACOT13			protein_coding
639	chr16.3315	chr16	66933385	66934996	+	1000		promoter-TSS (ENST00000417689.6)	protein_coding-promoter-TSS (ENST00000417689.6)	60	ENST00000568572.5	ENSG00000166595	ENST00000422424			CIAO2B			protein_coding
645	chr11.135	chr11	795756	796677	+	1000		promoter-TSS (ENST00000320230.9)	protein_coding-promoter-TSS (ENST00000320230.9)	-1	ENST00000629602.1	ENSG00000177542	ENST00000527127			SLC25A22			protein_coding
647	chr19.655	chr19	2977027	2978231	+	1000		promoter-TSS (ENST00000246112.9)	protein_coding-promoter-TSS (ENST00000246112.9)	49	ENST00000452088.5	ENSG00000104953	ENST00000453329			TLE6			protein_coding
650	chr19.1015	chr19	4454954	4456180	+	1000		promoter-TSS (ENST00000394765.7)	protein_coding-promoter-TSS (ENST00000394765.7)	-129	ENST00000592515.1	ENSG00000167671	ENST00000591919			UBXN6			protein_coding
652	chr11.66	chr11	506131	507866	+	1000		promoter-TSS (ENST00000397614.5)	protein_coding-promoter-TSS (ENST00000397614.5)	-177	ENST00000397614.5	ENSG00000023191	ENST00000525522			RNH1			protein_coding
660	chr19.163	chr19	892624	893546	+	1000		promoter-TSS (ENST00000384776.1)	snRNA-promoter-TSS (ENST00000384776.1)	73	ENST00000592373.1	ENSG00000175221	ENST00000606828			MED16			protein_coding
663	chr19.2072	chr19	12832638	12833931	+	1000		promoter-TSS (ENST00000591495.6)	protein_coding-promoter-TSS (ENST00000591495.6)	-667	ENST00000591495.6	ENSG00000105613	ENST00000251472			MAST1			protein_coding
691	chr17.847	chr17	15847776	15849580	+	1000		promoter-TSS (ENST00000656490.1)	lncRNA-promoter-TSS (ENST00000656490.1)	-682	ENST00000656490.1	ENSG00000237057	ENST00000653263			LINC02087			lncRNA
697	chr1.1511	chr1	9294147	9295604	+	1000		intron (ENST00000450402.1, intron 1 of 1)	protein_coding-intron (ENST00000328089.11, intron 1 of 2)	347	ENST00000450402.1	ENSG00000171621	ENST00000377399			SPSB1			protein_coding
698	chr19.981	chr19	4284368	4285007	+	1000		intron (ENST00000600475.1, intron 1 of 2)	protein_coding-intron (ENST00000543264.7, intron 3 of 5)	256	ENST00000600475.1	ENSG00000105251	ENST00000599689			SHD			protein_coding
705	chr9.555	chr9	36400112	36401545	+	1000		promoter-TSS (ENST00000259605.11)	protein_coding-promoter-TSS (ENST00000259605.11)	44	ENST00000377877.4	ENSG00000137075	ENST00000611646			RNF38			protein_coding
706	chr10.2783	chr10	79595909	79596542	+	1000		promoter-TSS (ENST00000446429.1)	processed_pseudogene-promoter-TSS (ENST00000446429.1)	-565	ENST00000446429.1	ENSG00000225827	ENST00000446429			SFTPA3P			processed_pseudogene
723	chr16.2764	chr16	50058576	50059903	+	1000		promoter-TSS (ENST00000564713.2)	transcribed_processed_pseudogene-promoter-TSS (ENST00000564713.2)	-8	ENST00000564713.2	ENSG00000260298	ENST00000564713			ACTG1P16			transcribed_processed_pseudogene
724	chr12.2303	chr12	57622818	57624321	+	1000		promoter-TSS (ENST00000474791.5)	transcribed_unitary_pseudogene-promoter-TSS (ENST00000474791.5)	-117	ENST00000487816.5	ENSG00000135502	ENST00000474791			SLC26A10			transcribed_unitary_pseudogene
727	chr1.476	chr1	2245165	2250541	+	1000		promoter-TSS (ENST00000478223.2)	protein_coding-promoter-TSS (ENST00000478223.2)	-143	ENST00000478223.2	ENSG00000157933	ENST00000508416			SKI			protein_coding
741	chr16.58	chr16	373889	375321	+	1000		TTS (ENST00000475348.1)	protein_coding-TTS (ENST00000475348.1)	246	ENST00000424078.5	ENSG00000129925	ENST00000427313			PGAP6			protein_coding
755	chr5.1042	chr5	36240958	36242735	+	1000		promoter-TSS (ENST00000381937.9)	protein_coding-promoter-TSS (ENST00000381937.9)	-48	ENST00000514504.5	ENSG00000152620	ENST00000511613			NADK2			protein_coding
758	chr11.352	chr11	1853422	1854194	+	1000		TTS (ENST00000676039.1)	protein_coding-TTS (ENST00000676039.1)	724	ENST00000311604.8	ENSG00000130592	ENST00000676039			LSP1			protein_coding
761	chr3.216	chr3	9757373	9758060	+	1000		TTS (ENST00000302003.11)	protein_coding-TTS (ENST00000302003.11)	331	ENST00000482803.1	ENSG00000134072	ENST00000397277			CAMK1			protein_coding
766	chr2.2104	chr2	55646297	55647525	+	1000		TTS (ENST00000415489.1)	protein_coding-TTS (ENST00000415489.1)	471	ENST00000481066.1	ENSG00000138035	ENST00000625249			PNPT1			protein_coding
768	chr22.1407	chr22	32057729	32058804	+	1000		promoter-TSS (ENST00000543737.2)	protein_coding-promoter-TSS (ENST00000543737.2)	-904	ENST00000543737.2	ENSG00000100170	ENST00000486394			SLC5A1			protein_coding
770	chr2.3612	chr2	100105764	100107322	+	1000		promoter-TSS (ENST00000409579.5)	protein_coding-promoter-TSS (ENST00000409579.5)	-415	ENST00000409579.5	ENSG00000144218	ENST00000483600			AFF3			protein_coding
772	chr2.3485	chr2	97426209	97427283	+	1000		promoter-TSS (ENST00000600957.5)	lncRNA-promoter-TSS (ENST00000600957.5)	-129	ENST00000612970.4	ENSG00000230606	ENST00000621982			LINC02969			lncRNA
777	chr19.1699	chr19	9785260	9786213	+	1000		intron (ENST00000592587.1, intron 1 of 4)	protein_coding-intron (ENST00000586814.5, intron 1 of 4)	260	ENST00000589412.5	ENSG00000196605	ENST00000588267			ZNF846			protein_coding
792	chr1.12158	chr1	228133895	228136590	+	1000		promoter-TSS (ENST00000413855.2)	processed_pseudogene-promoter-TSS (ENST00000413855.2)	-250	ENST00000413855.2	ENSG00000227625	ENST00000413855			ENSG00000227625			processed_pseudogene
793	chr19.5931	chr19	53445317	53446387	+	1000		intron (ENST00000651864.1, intron 2 of 5)	protein_coding-intron (ENST00000432094.6, intron 1 of 4)	851	ENST00000432094.6	ENSG00000160336	ENST00000613950			ZNF761			protein_coding
802	chr11.3426	chr11	66334735	66336407	+	1000		TTS (ENST00000627248.1)	protein_coding-TTS (ENST00000627248.1)	120	ENST00000534824.5	ENSG00000174791	ENST00000526246			RIN1			protein_coding
817	chr12.1379	chr12	49207316	49209791	+	1000		promoter-TSS (ENST00000550574.1)	protein_coding-promoter-TSS (ENST00000550574.1)	7	ENST00000550574.1	ENSG00000167553	ENST00000552125			TUBA1C			protein_coding
829	chr15.599	chr15	40649946	40651066	+	1000		TTS (ENST00000528967.1)	protein_coding-TTS (ENST00000528967.1)	379	ENST00000532347.1	ENSG00000137812	ENST00000532056			KNL1			protein_coding
832	chr2.99	chr2	3605460	3606633	+	1000		promoter-TSS (ENST00000402794.4)	protein_coding-promoter-TSS (ENST00000402794.4)	-6	ENST00000402794.4	ENSG00000118004	ENST00000487365			COLEC11			protein_coding
837	chr12.4957	chr12	131727341	131727965	+	1000		TTS (ENST00000542813.2)	protein_coding-TTS (ENST00000542813.2)	664	ENST00000535202.1	ENSG00000061936	ENST00000261674			SFSWAP			protein_coding
838	chr19.5591	chr19	50836468	50837747	+	1000		intron (ENST00000326856.8, intron 1 of 5)	protein_coding-intron (ENST00000326856.8, intron 1 of 5)	106	ENST00000326856.8	ENSG00000174562	ENST00000326856			KLK15			protein_coding
845	chr17.343	chr17	4709894	4710929	+	1000		promoter-TSS (ENST00000269260.7)	protein_coding-promoter-TSS (ENST00000269260.7)	-185	ENST00000574502.5	ENSG00000141480	ENST00000573886			ARRB2			protein_coding
846	chr18.189	chr18	6929630	6930294	+	1000		promoter-TSS (ENST00000578497.5)	lncRNA-promoter-TSS (ENST00000578497.5)	0	ENST00000578497.5	ENSG00000265933	ENST00000583316			LINC00668			lncRNA
848	chr9.2986	chr9	131133065	131133962	+	1000		TTS (ENST00000651639.1)	protein_coding-TTS (ENST00000651639.1)	316	ENST00000530843.1	ENSG00000126883	ENST00000498010			NUP214			protein_coding
849	chr6.2864	chr6	41747129	41749339	+	1000		promoter-TSS (ENST00000356667.8)	protein_coding-promoter-TSS (ENST00000356667.8)	-833	ENST00000425343.6	ENSG00000096088	ENST00000356667			PGC			protein_coding
853	chr7.2950	chr7	75943331	75944027	+	1000		promoter-TSS (ENST00000364773.1)	snoRNA-promoter-TSS (ENST00000364773.1)	-103	ENST00000364773.1	ENSG00000201643	ENST00000364773			SNORA14A			snoRNA
857	chr15.690	chr15	41522681	41523891	+	1000		TTS (ENST00000561631.1)	protein_coding-TTS (ENST00000561631.1)	558	ENST00000564934.1	ENSG00000103932	ENST00000304330			RPAP1			protein_coding
860	chr17.1547	chr17	27619461	27621651	+	1000		promoter-TSS (ENST00000578981.1)	protein_coding-promoter-TSS (ENST00000578981.1)	-479	ENST00000578981.1	ENSG00000141068	ENST00000580430			KSR1			protein_coding
862	chr3.3400	chr3	122513575	122514387	+	1000		intron (ENST00000476916.5, intron 1 of 5)	protein_coding-intron (ENST00000344337.11, intron 1 of 13)	561	ENST00000482287.5	ENSG00000114030	ENST00000493510			KPNA1			protein_coding
872	chr5.754	chr5	10627381	10628391	+	1000		intron (ENST00000506304.1, intron 1 of 1)	protein_coding-intron (ENST00000296657.7, intron 2 of 3)	339	ENST00000506304.1	ENSG00000250106	ENST00000506304			ANKRD33B-AS1			lncRNA
875	chr13.556	chr13	44715649	44716632	+	1000		promoter-TSS (ENST00000611081.1)	lncRNA-promoter-TSS (ENST00000611081.1)	-747	ENST00000611081.1	ENSG00000276527	ENST00000611081			ENSG00000276527			lncRNA
890	chr19.617	chr19	2702134	2703185	+	1000		promoter-TSS (ENST00000382159.8)	protein_coding-promoter-TSS (ENST00000382159.8)	35	ENST00000382159.8	ENSG00000176533	ENST00000587867			GNG7			protein_coding
891	chr9.68	chr9	4662017	4663253	+	1000		TTS (ENST00000497383.1)	protein_coding-TTS (ENST00000497383.1)	341	ENST00000381883.5	ENSG00000205808	ENST00000381883			PLPP6			protein_coding
896	chr17.3004	chr17	43303187	43303937	+	1000		promoter-TSS (ENST00000594691.6)	protein_coding-promoter-TSS (ENST00000594691.6)	-306	ENST00000594691.6	ENSG00000236383	ENST00000619529			CCDC200			protein_coding
908	chr5.4700	chr5	176036460	176037835	+	1000		intron (ENST00000693171.2, intron 1 of 3)	lncRNA-intron (ENST00000509643.2, intron 1 of 3)	554	ENST00000693171.2	ENSG00000250992	ENST00000509643			ENSG00000250992			lncRNA
910	chr7.2992	chr7	76235195	76235735	+	1000		intron (ENST00000611745.2, intron 2 of 14)	protein_coding-intron (ENST00000479294.2, intron 1 of 2)	483	ENST00000479294.2	ENSG00000177679	ENST00000612155			SRRM3			protein_coding
911	chr19.2707	chr19	17515917	17517032	+	1000		exon (ENST00000594761.5, exon 3 of 6)	protein_coding-exon (ENST00000594761.5, exon 3 of 6)	732	ENST00000598811.1	ENSG00000130313	ENST00000598811			PGLS			protein_coding
920	chr6.566	chr6	10747395	10748308	+	1000		promoter-TSS (ENST00000379530.7)	protein_coding-promoter-TSS (ENST00000379530.7)	20	ENST00000481240.5	ENSG00000137210	ENST00000463448			TMEM14B			protein_coding
924	chr5.3918	chr5	150137924	150138897	+	1000		promoter-TSS (ENST00000517957.1)	protein_coding-promoter-TSS (ENST00000517957.1)	-973	ENST00000517957.1	ENSG00000113721	ENST00000517957			PDGFRB			protein_coding
928	chr19.781	chr19	3434658	3435661	+	1000		exon (ENST00000341919.7, exon 6 of 9)	protein_coding-exon (ENST00000341919.7, exon 6 of 9)	113	ENST00000589537.1	ENSG00000141905	ENST00000589164			NFIC			protein_coding
934	chr14.202	chr14	23475951	23476704	+	1000		TTS (ENST00000555128.6)	protein_coding-TTS (ENST00000555128.6)	161	ENST00000556580.4	ENSG00000129460	ENST00000703195			NGDN			protein_coding
937	chr21.1329	chr21	45848095	45848942	+	1000		intron (ENST00000400310.5, intron 1 of 13)	protein_coding-intron (ENST00000400310.5, intron 1 of 13)	355	ENST00000400310.5	ENSG00000183570	ENST00000628776			PCBP3			protein_coding
954	chr19.4726	chr19	45601342	45602091	+	1000		intron (ENST00000323040.5, intron 1 of 1)	protein_coding-intron (ENST00000323040.5, intron 1 of 1)	496	ENST00000544371.1	ENSG00000125741	ENST00000263275			OPA3			protein_coding
956	chr3.3038	chr3	98619891	98621100	+	1000		exon (ENST00000465006.1, exon 1 of 1)	processed_pseudogene-exon (ENST00000465006.1, exon 1 of 1)	430	ENST00000465006.1	ENSG00000240827	ENST00000465006			ENSG00000240827			processed_pseudogene
958	chr11.180	chr11	910075	911971	+	1000		promoter-TSS (ENST00000323578.13)	protein_coding-promoter-TSS (ENST00000323578.13)	-188	ENST00000429789.6	ENSG00000177830	ENST00000323578			CHID1			protein_coding
962	chr19.966	chr19	4186258	4186881	+	1000		intron (ENST00000597689.5, intron 1 of 15)	protein_coding-intron (ENST00000318934.9, intron 2 of 21)	148	ENST00000597689.5	ENSG00000089847	ENST00000262970			ANKRD24			protein_coding
982	chr19.3832	chr19	37568762	37569614	+	1000		promoter-TSS (ENST00000591177.1)	lncRNA-promoter-TSS (ENST00000591177.1)	-754	ENST00000591177.1	ENSG00000267470	ENST00000587121			ZNF571-AS1			lncRNA
992	chr19.5519	chr19	50368441	50369004	+	1000		intron (ENST00000597049.1, intron 1 of 1)	protein_coding-intron (ENST00000593532.5, intron 3 of 13)	609	ENST00000597049.1	ENSG00000269392	ENST00000597049			ENSG00000269392			lncRNA
996	chr2.1504	chr2	38603340	38605087	+	1000		promoter-TSS (ENST00000498516.1)	protein_coding-promoter-TSS (ENST00000498516.1)	-627	ENST00000498516.1	ENSG00000143889	ENST00000449105			HNRNPLL			protein_coding
997	chr19.5737	chr19	51519967	51520568	+	1000		TTS (ENST00000598220.1)	lncRNA-TTS (ENST00000598220.1)	536	ENST00000598220.1	ENSG00000268777	ENST00000598220			ENSG00000268777			lncRNA
1004	chr9.3759	chr9	136324453	136326068	+	1000		promoter-TSS (ENST00000601276.2)	lncRNA-promoter-TSS (ENST00000601276.2)	-42	ENST00000601276.2	ENSG00000262075	ENST00000601276			DKFZP434A062			lncRNA
1010	chr9.2644	chr9	127962403	127963387	+	1000		intron (ENST00000373095.6, intron 1 of 10)	protein_coding-intron (ENST00000373095.6, intron 1 of 10)	850	ENST00000479828.1	ENSG00000167106	ENST00000479828			FAM102A			protein_coding
1018	chr12.1840	chr12	53459478	53460300	+	1000		exon (ENST00000550585.5, exon 3 of 11)	protein_coding-exon (ENST00000550585.5, exon 3 of 11)	504	ENST00000547987.2	ENSG00000197111	ENST00000553064			PCBP2			protein_coding
1026	chr19.1062	chr19	4638908	4640091	+	1000		promoter-TSS (ENST00000327473.9)	protein_coding-promoter-TSS (ENST00000327473.9)	-17	ENST00000327473.9	ENSG00000185361	ENST00000327473			TNFAIP8L1			protein_coding
1033	chr16.2124	chr16	28833757	28836009	+	1000		promoter-TSS (ENST00000562686.1)	protein_coding-promoter-TSS (ENST00000562686.1)	31	ENST00000562686.1	ENSG00000168488	ENST00000564284			ATXN2L			protein_coding
1044	chr11.4156	chr11	73308722	73309991	+	1000		promoter-TSS (ENST00000546324.1)	lncRNA-promoter-TSS (ENST00000546324.1)	5	ENST00000546324.1	ENSG00000257038	ENST00000546324			ARHGEF17-AS1			lncRNA
1050	chr1.173	chr1	1242825	1245361	+	1000		promoter-TSS (ENST00000462849.1)	protein_coding-promoter-TSS (ENST00000462849.1)	325	ENST00000468365.1	ENSG00000184163	ENST00000478606			C1QTNF12			protein_coding
1054	chr12.1959	chr12	54399508	54400245	+	1000		promoter-TSS (ENST00000547197.1)	protein_coding-promoter-TSS (ENST00000547197.1)	37	ENST00000547197.1	ENSG00000161638	ENST00000552583			ITGA5			protein_coding
1062	chr2.2807	chr2	74148176	74148798	+	1000		promoter-TSS (ENST00000295326.4)	protein_coding-promoter-TSS (ENST00000295326.4)	408	ENST00000656407.1	ENSG00000225439	ENST00000655044			BOLA3-DT			lncRNA
1073	chr22.1792	chr22	38213489	38214452	+	1000		intron (ENST00000538320.5, intron 2 of 2)	protein_coding-intron (ENST00000338483.7, intron 2 of 2)	435	ENST00000407965.1	ENSG00000185022	ENST00000417948			MAFF			protein_coding
1075	chr3.2191	chr3	50273042	50274096	+	1000		TTS (ENST00000612981.1)	miRNA-TTS (ENST00000612981.1)	223	ENST00000419007.5	ENSG00000012171	ENST00000441915			SEMA3B			protein_coding
1083	chr17.2062	chr17	35848898	35850587	+	1000		exon (ENST00000691608.1, exon 1 of 2)	protein_coding-exon (ENST00000691608.1, exon 1 of 2)	668	ENST00000691608.1	ENSG00000270647	ENST00000691608			TAF15			protein_coding
1087	chr1.3680	chr1	26185472	26186494	+	1000		promoter-TSS (ENST00000480617.1)	protein_coding-promoter-TSS (ENST00000480617.1)	-932	ENST00000480617.1	ENSG00000142675	ENST00000481077			CNKSR1			protein_coding
1097	chr19.377	chr19	1604821	1606549	+	1000		promoter-TSS (ENST00000585671.2)	protein_coding-promoter-TSS (ENST00000585671.2)	-212	ENST00000585671.2	ENSG00000127540	ENST00000593264			UQCR11			protein_coding
1100	chr1.8542	chr1	151299315	151300828	+	1000		TTS (ENST00000578948.2)	misc_RNA-TTS (ENST00000578948.2)	893	ENST00000578948.2	ENSG00000265753	ENST00000578948			RN7SL444P			misc_RNA
1108	chr18.170	chr18	5294406	5297135	+	1000		promoter-TSS (ENST00000578327.1)	protein_coding-promoter-TSS (ENST00000578327.1)	-44	ENST00000651870.1	ENSG00000198081	ENST00000615385			ZBTB14			protein_coding
1112	chr19.5230	chr19	48993900	48995276	+	1000		exon (ENST00000598768.1, exon 2 of 3)	protein_coding-exon (ENST00000598768.1, exon 2 of 3)	678	ENST00000593570.5	ENSG00000183207	ENST00000598768			RUVBL2			protein_coding
1119	chr9.391	chr9	34125597	34127534	+	1000		promoter-TSS (ENST00000450964.1)	protein_coding-promoter-TSS (ENST00000450964.1)	133	ENST00000361264.9	ENSG00000198876	ENST00000361264			DCAF12			protein_coding
1127	chr15.711	chr15	41836018	41836766	+	1000		promoter-TSS (ENST00000487292.1)	protein_coding-promoter-TSS (ENST00000487292.1)	342	ENST00000478178.1	ENSG00000243789	ENST00000397299			JMJD7			protein_coding
1130	chr8.18	chr8	494656	495917	+	1000		promoter-TSS (ENST00000524229.1)	protein_coding-promoter-TSS (ENST00000524229.1)	-276	ENST00000524229.1	ENSG00000180190	ENST00000523656			TDRP			protein_coding
1133	chr22.1414	chr22	32149510	32150348	+	1000		promoter-TSS (ENST00000490640.1)	protein_coding-promoter-TSS (ENST00000490640.1)	-3	ENST00000490640.1	ENSG00000205856	ENST00000382097			C22orf42			protein_coding
1148	chr17.5477	chr17	76480429	76481321	+	1000		TTS (ENST00000585701.5)	protein_coding-TTS (ENST00000585701.5)	652	ENST00000587640.1	ENSG00000129667	ENST00000592378			RHBDF2			protein_coding
1152	chr22.77	chr22	18111252	18111927	+	1000		exon (ENST00000623543.1, exon 1 of 1)	lncRNA-exon (ENST00000623543.1, exon 1 of 1)	780	ENST00000330423.8	ENSG00000183785	ENST00000680175			TUBA8			protein_coding
1157	chr19.2378	chr19	14560908	14561854	+	1000		promoter-TSS (ENST00000594545.5)	protein_coding-promoter-TSS (ENST00000594545.5)	-586	ENST00000594545.5	ENSG00000099797	ENST00000598408			TECR			protein_coding
1161	chr2.31	chr2	739887	740998	+	1000		promoter-TSS (ENST00000606068.1)	lncRNA-promoter-TSS (ENST00000606068.1)	-278	ENST00000606068.1	ENSG00000272342	ENST00000606068			LINC01115			lncRNA
1162	chr16.3209	chr16	58521485	58522871	+	1000		promoter-TSS (ENST00000622896.1)	lncRNA-promoter-TSS (ENST00000622896.1)	-792	ENST00000622896.1	ENSG00000276259	ENST00000622896			ENSG00000276259			lncRNA
1165	chr9.3615	chr9	135753166	135754690	+	1000		exon (ENST00000490363.3, exon 1 of 23)	protein_coding-exon (ENST00000490363.3, exon 1 of 23)	177	ENST00000490363.3	ENSG00000107147	ENST00000637082			KCNT1			protein_coding
1167	chr7.1889	chr7	44121758	44122762	+	1000		promoter-TSS (ENST00000223361.7)	protein_coding-promoter-TSS (ENST00000223361.7)	-64	ENST00000223361.7	ENSG00000106628	ENST00000698965			POLD2			protein_coding
1185	chr1.3901	chr1	27691789	27693823	+	1000		promoter-TSS (ENST00000384367.1)	snRNA-promoter-TSS (ENST00000384367.1)	-925	ENST00000384367.1	ENSG00000207095	ENST00000384367			RNU6-424P			snRNA
1198	chr15.970	chr15	45410044	45411177	+	1000		TTS (ENST00000525552.1)	protein_coding-TTS (ENST00000525552.1)	237	ENST00000531624.1	ENSG00000171763	ENST00000531970			SPATA5L1			protein_coding
1200	chr12.294	chr12	6444716	6447427	+	1000		intron (ENST00000541233.1, intron 1 of 4)	protein_coding-intron (ENST00000266557.4, intron 2 of 5)	719	ENST00000541233.1	ENSG00000139193	ENST00000541233			CD27			protein_coding
1209	chr10.4406	chr10	121484355	121486214	+	1000		exon (ENST00000683029.1, exon 4 of 5)	protein_coding-exon (ENST00000683029.1, exon 4 of 5)	248	ENST00000683885.1	ENSG00000066468	ENST00000683211			FGFR2			protein_coding
1225	chr11.4276	chr11	74919417	74920031	+	1000		TTS (ENST00000487111.2)	transcribed_processed_pseudogene-TTS (ENST00000487111.2)	137	ENST00000462248.1	ENSG00000241170	ENST00000529570			RPL31P46			transcribed_processed_pseudogene
1231	chr3.3625	chr3	127390860	127392345	+	1000		promoter-TSS (ENST00000488425.1)	lncRNA-promoter-TSS (ENST00000488425.1)	-932	ENST00000488425.1	ENSG00000244215	ENST00000488425			LINC02016			lncRNA
